user_valence,user_arousal,user_genre,movie_valence,movie_arousal,movie_genre,matching_rate
0.5993428306022466,0.24782320913299094,Comedy,0.30238138613867205,0.45576319312648766,Horror,3.828552033556118
0.4723471397657631,0.6835723894109552,Comedy,0.6178670892839989,0.30042568886538656,Drama,3.5180888699340596
0.6295377076201385,0.9244312394025267,Drama,0.9705061241187585,0.1551701929963682,Action,1.7375125746983304
0.8046059712816052,0.7064930521102294,Drama,0.8363550115387444,0.31726749001452026,Sci-Fi,4.1165671328693865
0.4531693250553328,0.19612600680919728,Romance,0.8982966566598493,0.49171825678155073,Horror,2.817967261
0.4531726086101639,0.4031531854267497,Sci-Fi,0.3721960808922037,0.9486394658794469,Action,3.220453392145195
0.8158425631014783,0.7533822298373245,Romance,0.25259879493535475,0.37059717524095714,Action,2.458958719224957
0.6534869458305818,0.3584661068762438,Action,0.46855326997508795,0.5559469879097246,Drama,3.9847030400684726
0.4061051228130096,0.5887638856292456,Action,0.5139312280721736,0.49589427598181196,Documentary,4.270548578570912
0.6085120087171929,0.6549268106858673,Romance,0.7735478796177371,0.797098318,Sci-Fi,4.2420191848559465
0.40731646143750755,0.3146139056843834,Sci-Fi,0.076883843,1,Romance,2.2739077268935097
0.4068540492859486,0.488094929,Romance,0.8823875798651535,0.36728280676991987,Romance,4.519547787959454
0.5483924543132068,0,Sci-Fi,0.46049802535525264,0.3776401393704445,Action,4.145482453375419
0.11734395106844042,0.295122472,Sci-Fi,0.39327973251314496,0.7610402192672681,Comedy,3.177928980361455
0.1550164334973934,0.4494863697213679,Documentary,0.24697390618495813,0.6704728724065778,Sci-Fi,4.356427962182394
0.38754249415180547,0.2504433636070301,Horror,0.086285832,0.9616768314340084,Horror,3.9041314600247023
0.29743377593311526,0.8264822607863271,Sci-Fi,0.7057926459904786,0.6459820463314909,Comedy,3.176071311661106
0.5628494665190548,0.21397172440787343,Drama,0.518329492,0.4101769773032351,Comedy,4.028146501
0.3183951848957578,0.41199110266060324,Sci-Fi,0.17750977506473653,0.6476637076730773,Sci-Fi,5
0.2175392597329417,0.5261481154572183,Sci-Fi,0.17623030698409597,0.7771758951457269,Documentary,4.853121020161043
0.7931297537843108,0.7882546578132231,Sci-Fi,0.4160538251774679,0.705120545,Action,3.771325328616571
0.45484473990269286,0.2128275697641121,Documentary,0.9172553813223483,0.6268185077768245,Action,3.3270462040847084
0.5135056409375848,0.73263275,Documentary,0.4351021621590988,0.7666686723972884,Action,4.747831614
0.21505036275730866,0.5020466122039174,Action,0.12421426172047345,0.7923238976114182,Action,4.642950349277435
0.3911234550949635,0.3036982697904098,Documentary,0.4385642339785139,0.8455397477593818,Romance,3.229586641277383
0.5221845179419732,0.5924206948526541,Drama,0.4318191075630824,0.6621774718974107,Action,4.788518606906918
0.2698012845155394,0.539811939,Drama,0,0.4582204799207864,Romance,3.8470304203915737
0.5751396036691344,0.3799566245682411,Documentary,0.48642628337054694,0.5366784216083307,Romance,4.410795259483416
0.379872262,0.5139604169980038,Romance,0.4422663674478305,0.8016272416270892,Documentary,4.599887182463536
0.44166125004134466,0.42293728062764796,Horror,0.6740515912033546,0.295766082,Action,4.009062033297422
0.37965867755412064,0.5227034690502496,Documentary,0.9622390237363363,0.5921683272182253,Drama,3.7640898315176914
0.8704556369017875,0.6324261349042093,Sci-Fi,0.7816412573869393,0.40166529691815983,Horror,3.836698909329834
0.4973005550524132,0.8172033632290705,Comedy,0.43277782736129233,0.5071862057337043,Comedy,4.703477556638743
0.2884578142088199,0.25243690023463017,Horror,0.22336852281458242,0.8196129656518247,Romance,2.997193400106945
0.6645089824206378,0.9266066749312534,Horror,1,0.5477747670049758,Sci-Fi,3.236091713027908
0.25583127000579553,0.10958244009549961,Drama,0.5148046085036221,0.5116091370390372,Sci-Fi,3.581523365311565
0.5417727190009511,0.4696429809928833,Horror,0.5034823229782366,0.1600359647550202,Horror,4.952812595630411
0.10806597522404487,0.6176634412969153,Documentary,0.49396872822249915,0.6865633915068052,Sci-Fi,4.231108259970185
0.23436279022031387,0.5561983735470065,Sci-Fi,0.5495211901919638,0.6613710452852688,Drama,3.7244185485364807
0.5393722471738247,0.37546009603588126,Sci-Fi,0.46390989701901436,1,Sci-Fi,4.117597190809398
0.6476933159990821,0.45837554992854496,Action,0.35658449827994093,0.42305544126174977,Comedy,4.025686886951002
0.534273656,0.4013998130682334,Sci-Fi,0.36328526468990197,0.5547875819159848,Comedy,4.297562574637488
0.4768703435223519,0.3821270486111577,Sci-Fi,0.4918116824460004,0.5623459209276889,Romance,4.663220285763279
0.43977926088214225,0.669920419,Drama,0.36414380721655876,0.8943633199408686,Action,4.424522902489601
0.20429560192651453,0.5714030971930095,Sci-Fi,0.3217885543307089,0.476176117,Documentary,4.147021866794464
0.35603115832105825,0.36141808094786915,Action,0.5266075569229742,0.5697553814425849,Drama,3.7857919217224505
0.4078722458080425,0.6799199750866501,Comedy,0.43625569564478617,0.6519741274291349,Romance,4.647890443806996
0.7114244452437831,0.5614599041753219,Documentary,0.8759982471456722,0.5466522807890896,Drama,4.479882212419718
0.5687236579136923,0.662572424,Drama,0,0.3883915963623679,Action,2.9188947079641383
0.1473919689274532,0.6259257683847225,Comedy,0.7728767129806154,0.5485224982245769,Sci-Fi,3.4552067010237337
0.564816794,0.33420099781558554,Drama,0.8115212981244073,0.7684079374649431,Sci-Fi,3.043291780461216
0.4229835439167367,0.3879637919606061,Romance,0,0.24337117514723494,Documentary,3.1007538088642046
0.3646155999388082,0.6494587210246524,Horror,0.41432810147991284,0.533242419,Action,5
0.6223352577681736,0.622074053,Romance,0.4071397835010521,0.3249697962652067,Romance,4.179814766082751
0.7061999044991902,0.49581968120717035,Sci-Fi,0.1481220763205447,0.7987616572312106,Documentary,3.098347606391951
0.6862560238232397,0.5234654766617564,Comedy,0.30554582810228115,0.11920327380405632,Action,3.0469490667279557
0.3321564953554723,0.755532979,Sci-Fi,0.2223560386335428,0.36026953818210294,Horror,3.8127319479981354
0.43815752482975706,0.38168572223283403,Horror,0.9380676108559056,0.5943029687661302,Comedy,3.2182165168506174
0.5662526862807128,0.6094194762340076,Drama,0.7339195982868653,0.891381007,Documentary,3.7604763277140374
0.6951090254244718,0.4595614695132212,Horror,0.8178887737485396,0.48356243473175303,Documentary,4.772239901020539
0.404165152,0.45646375935455596,Action,0.6804180160108088,0.3612001183267004,Romance,3.939632576603505
0.46286820466723655,0.71975537,Horror,0.2177370571956927,0.9702892673601475,Drama,4.1107282130854035
0.27873300519879435,0.66508327,Action,0.3688699334300566,0.137996525,Horror,3.6274731190445233
0.26075867518386586,0.6627019272001278,Horror,0.6223436403069795,0,Romance,2.6191610031763446
0.6625051644788396,0.7610957614308658,Documentary,0.19446804777701365,0.6100036125133331,Action,3.3000399179346265
0.7712480057141646,0.5042007683265518,Action,0.678249608,0.3744864439118472,Action,5
0.48559797568393326,0.6363905942589928,Comedy,0.43991865046046624,0.2446917957173217,Action,3.550180847994535
0.7007065795784049,0.4379466486813088,Sci-Fi,0.4062947981126006,0.6770891118248383,Action,3.5602095714589965
0.5723272050095268,0.5648332704976884,Sci-Fi,0.6777399920508729,0.5609501784427997,Drama,4.415787527352524
0.37097604907897513,0.4739713891264631,Romance,0.611065828,0.3589803423158179,Horror,4.506218490668664
0.5722791211016828,0.5193991929985436,Sci-Fi,0.409758459,0.1799239003322764,Sci-Fi,4.560170856621402
0.8076073132931938,0.6190314050873827,Drama,0.789832451,0.7181143320700362,Comedy,4.7590046969251665
0.4928347921780097,0.3363558633533055,Documentary,0.22973416810002567,0.6625502944896653,Drama,3.4592184037591336
0.8129287311628013,0.918477455,Horror,0.6539839017360659,0.47520603405515427,Drama,3.5537330503437397
0,0.2987965237000596,Romance,0.648275314,0.9616592490119165,Sci-Fi,2.4616181912474233
0.6643805008750447,0.25716227744245357,Drama,0.42261339017150246,0.23247880841846186,Sci-Fi,4.243831465363418
0.5174094136476343,0.7316221747000136,Drama,0.5815332555605295,0.1186187072688153,Comedy,3.112057816226768
0.4401985299068265,0.6583325387925871,Action,0.18722160590367426,0.32702298252968887,Comedy,3.6981917392065062
0.5183521553071004,0.624823963,Sci-Fi,0.7310067548017253,0.48860349591112556,Sci-Fi,4.170096742434428
0.10248621707982142,0.625669102,Comedy,0.45377446588925274,0.5608348623306729,Action,3.978880815244244
0.4560656224324976,0.49755064543061706,Comedy,0.36931924487024015,0.4396909855359175,Drama,4.526971035369737
0.5714225143023492,0.32054912570283367,Romance,0.7622523064592224,0.5880138491285742,Romance,4.3565697312326375
0.7955788089483032,0.5151609116387452,Documentary,0.3239140773643102,0.18711514395238898,Comedy,3.1530510529175775
0.39634595634527053,0.36456765769757765,Comedy,0.14788467590911009,0.8609411510183149,Comedy,3.9541095911414934
0.33830127942136246,0.6950239466835503,Horror,0.11084270661902407,0.4794622054018578,Sci-Fi,3.3517265425416576
0.3996485912830927,0.47058852369957227,Comedy,0.651502488,0.7793239578970319,Horror,3.4045678167653266
0.6830804235404149,0.33490056064149765,Romance,0.17989266187592923,0.585681337,Romance,3.0485972943986472
0.5657502219319369,0.4357228316694013,Comedy,0.9386985454960912,0.614188305,Romance,3.7094463025320534
0.39404795924659225,0.5825862908551249,Horror,0,0.64244182,Comedy,3.950231104408251
0.6026534866226713,0.38725508943920506,Action,0.9241140920725095,0.6119271400043287,Action,4.196683791812493
0.51941551,0.3355559208867137,Documentary,0.5527543668006546,0.66068069,Horror,4.265874748476891
0.6937289981065778,0.5487374422983825,Romance,0.4758217220324019,0.8322881325331078,Romance,4.161605498
0.35958938122452955,0.5489933142217446,Action,0.36377022829776257,0.5491302924253675,Comedy,4.699250329027362
0.43446757068044634,0.39861136492577404,Action,0.5997840285880177,0.6772509393971281,Romance,4.0152670583674555
0.42157836937356846,0.4057923388763354,Action,0.4905913243937879,0.4775660764281933,Documentary,4.441433242080923
0.20729701037357628,0.5464099874715272,Drama,0.7758254705041303,0.8600293038623682,Horror,2.7758334718357793
0.5592240554129152,0.2103831317005352,Documentary,0.5285569121655099,0.3309019244851826,Horror,4.4529404516919655
0.5522110544359778,0.21850724512468894,Sci-Fi,0.5375754403654694,0.9502351082277039,Documentary,3.0108119601764365
0.5010226913284922,0.3563111557495128,Documentary,0.40909694694653603,0.48996051233891413,Drama,4.325894982785108
0.4530825733249706,0.45731056965763056,Drama,0.48576359406973313,0.14230622447048796,Documentary,3.918759558004784
0.21692585158991712,0.562181513,Sci-Fi,0.5769504422230148,0.5320261037276973,Sci-Fi,4.915284914245534
0.4158709354469282,0.7950712433899104,Documentary,0.072457902,0.3297370856312798,Sci-Fi,2.789753475549527
0.4314570966946461,0.6715319246404039,Action,0.16295364447357175,0.710160887,Comedy,4.236874977069053
0.3395445461556762,0.4680122940073146,Romance,0.6858160235056787,0.3368440051744023,Horror,3.5877810801303918
0.4677428576667982,0.49619675841946226,Sci-Fi,0.5427163595319855,0.3884541416963051,Drama,4.082920115613802
0.5808101713629077,0.2994941270724382,Horror,0.45400416591183024,0.027614817263617253,Drama,4.277017286628005
0.8772371802421061,0.49629737280152203,Horror,0.5046084832663483,0.38692342018773085,Romance,3.944851472
0.5349155625663677,0.4422682722159723,Comedy,0.5868954263404178,0,Romance,4.450984280664246
0.5515100781445529,0.5645437120676179,Sci-Fi,0.36506007992265965,0.10402429412856917,Documentary,3.0693846075981677
